sex2,edu1,edu2,sibsex,occj,medu1,safa,urban,jieduan,match1
2,1,2,2,1,1,0.5265341,0,0,1
1,1,2,1,4,1,2.472533,1,0,1
1,1,2,0,,1,0.8033752,0,0,1
1,1,2,1,1,1,5.809564,0,0,1
1,1,2,2,1,1,1.592934,0,0,1
1,1,2,0,1,1,-1.047633,0,0,1
1,2,2,1,2,2,-0.6096835,1,2,1
1,1,2,1,1,1,5.459345,0,0,1
1,3,2,1,2,1,-1.762597,0,0,0
1,1,2,1,2,1,-0.5881246,1,0,1
1,1,2,2,4,1,2.458599,0,2,1
1,2,2,1,1,1,0.5415951,1,0,0
1,1,2,0,1,1,-0.230424,0,0,1
1,1,2,1,1,1,4.812345,0,0,1
1,1,2,2,1,1,5.119726,0,0,1
2,1,2,1,,1,4.70541,0,0,1
1,1,2,2,1,1,2.710355,0,0,1
2,2,2,1,2,2,-1.900527,0,0,1
1,2,2,2,1,1,-2.533261,0,0,0
1,3,2,1,1,3,-6.623663,0,2,1
1,3,2,1,1,3,-6.795382,0,2,1
1,2,2,2,2,2,-0.9804702,1,2,1
1,1,2,2,2,1,2.888689,0,0,1
2,2,2,2,3,1,0.9799924,0,0,0
1,1,2,1,1,1,3.414987,0,0,1
1,2,2,1,1,1,-0.210287,0,0,0
1,1,2,2,1,1,2.962077,0,0,1
1,1,2,2,1,1,1.633556,0,0,1
2,1,2,2,2,1,0.7698741,1,0,1
2,2,2,1,2,1,-1.922751,1,0,0
2,1,2,1,1,2,-0.5537617,0,0,0
1,2,2,2,,1,-1.322036,0,0,0
1,1,2,1,1,1,4.672659,0,0,1
1,2,2,1,1,2,-0.7271156,1,2,1
1,2,2,2,,2,-1.903419,0,2,1
1,1,2,0,,1,-0.5708153,0,2,1
1,5,2,0,4,2,-7.390342,1,2,0
2,1,2,1,1,1,4.447565,0,0,1
1,1,2,1,4,1,6.151835,0,0,1
1,1,2,1,2,1,1.851183,0,0,1
1,1,2,2,1,1,1.582854,0,0,1
2,1,2,1,1,1,2.599473,0,0,1
2,3,2,1,1,1,-2.557464,0,0,0
2,2,2,2,2,1,-2.874085,0,2,0
2,1,2,2,1,1,3.468395,0,0,1
1,1,2,1,1,1,4.325051,0,0,1
2,2,2,2,1,1,-1.824893,0,2,0
2,1,2,1,2,1,1.89385,0,2,1
1,1,2,2,1,1,0.1815491,0,2,1
1,1,2,0,1,1,2.482403,0,0,1
2,1,2,1,1,1,3.420477,0,0,1
1,1,2,0,1,1,1.25002,0,0,1
2,2,2,1,2,1,-0.8656707,1,0,0
1,1,2,2,1,1,-0.4426365,0,2,1
1,1,2,2,1,1,2.452722,1,2,1
1,1,2,0,,2,0.1004658,0,0,0
1,2,2,1,2,2,-2.667956,0,2,1
2,2,2,1,4,1,1.280104,0,2,0
2,1,2,1,1,1,4.007144,0,0,1
1,1,2,1,2,2,-1.722111,0,2,0
2,1,2,2,4,2,0.1972978,1,0,0
1,1,2,1,1,1,0.0402052,0,2,1
1,1,2,2,2,1,3.093867,0,2,1
1,2,2,2,2,1,-0.7179384,0,2,0
1,1,2,1,2,1,0.6004286,1,0,1
2,2,2,2,4,2,-4.259974,0,0,1
1,1,2,2,1,1,-1.18645,0,2,1
1,2,2,2,1,3,-6.06815,0,2,0
1,1,2,1,2,1,-1.192367,0,0,1
1,3,2,1,1,3,-3.571938,1,2,1
1,1,2,1,,2,0.5284543,0,0,0
1,1,2,1,2,2,-1.67947,1,0,0
1,1,2,0,1,1,6.17377,0,0,1
1,2,2,1,1,1,0.2068191,0,2,0
1,1,2,2,2,1,1.291253,1,0,1
1,1,2,1,1,1,0.2250296,0,0,1
1,1,2,0,,1,1.788004,1,0,1
1,2,2,1,4,1,-2.070791,1,0,0
1,1,2,0,2,1,3.853118,0,0,1
2,2,2,2,2,1,-0.4347043,0,0,0
1,2,2,2,1,1,0.8027332,0,0,0
1,1,2,1,1,1,0.1564949,0,2,1
2,1,2,2,2,1,5.496392,1,0,1
1,1,2,2,2,1,2.677322,1,2,1
2,1,2,2,1,1,-0.3320622,0,2,1
2,1,2,1,2,1,2.273172,0,2,1
2,1,2,1,1,1,-0.0521734,0,2,1
2,2,2,2,1,2,-3.293619,0,2,1
1,1,2,1,1,1,0.0096323,0,0,1
1,2,2,2,4,1,0.11695,0,0,0
1,1,2,0,,1,4.018907,1,0,1
2,2,2,2,2,1,-2.79459,0,0,0
1,1,2,0,1,1,-0.7661703,0,0,1
1,1,2,2,1,1,1.171917,0,0,1
1,1,2,1,1,1,1.346041,0,0,1
1,1,2,1,1,1,3.154801,1,0,1
1,1,2,1,1,1,4.159332,0,2,1
1,1,2,2,,1,0.3228953,1,0,1
2,3,2,2,2,1,0.0214617,1,0,0
1,1,2,1,2,1,3.695616,0,0,1
2,1,2,1,4,1,1.381869,0,0,1
1,1,2,1,1,1,2.781377,0,2,1
1,1,2,2,2,1,0.256567,0,0,1
2,1,2,1,1,1,-0.6335266,0,0,1
2,1,2,1,1,1,3.871262,0,0,1
1,3,2,1,2,1,-1.666935,0,2,0
1,1,2,0,2,2,0.4242754,0,2,0
1,3,2,1,,2,-4.657651,1,0,0
1,2,2,1,1,1,-1.138638,0,0,0
2,1,2,1,1,1,3.262698,0,0,1
1,1,2,1,1,1,-0.6293905,0,0,1
1,2,2,1,2,1,1.573182,0,0,0
2,1,2,1,2,1,5.450842,0,2,1
2,2,2,1,,2,-5.109991,1,0,1
1,1,2,2,1,1,-1.394838,0,2,1
2,1,2,1,1,1,3.163169,0,2,1
2,1,2,2,1,1,0.5555321,0,0,1
1,1,2,1,,1,2.405108,1,0,1
2,5,2,1,2,1,-4.000192,1,0,0
2,1,2,1,2,2,-1.007683,0,2,0
2,1,2,1,1,1,1.160956,0,0,1
2,1,2,2,1,3,-5.914732,0,2,0
2,2,2,1,2,1,-0.2103972,0,0,0
1,2,2,1,,1,-1.481674,1,0,0
1,2,2,1,1,2,-3.995209,0,0,1
1,2,2,1,4,2,-3.379048,0,2,1
2,1,2,1,2,1,0.6651568,0,0,1
2,1,2,1,2,1,3.879712,0,0,1
1,3,2,1,2,3,-7.979745,1,2,1
1,1,2,1,2,1,4.432544,0,0,1
1,1,2,1,4,1,0.3787551,0,0,1
1,1,2,1,2,1,1.285654,0,0,1
1,1,2,1,1,1,-3.616601,0,2,1
1,2,2,1,1,1,-2.69466,0,0,0
1,1,2,1,1,1,1.695641,1,0,1
2,1,2,1,1,1,0.3036878,0,2,1
1,1,2,1,1,1,3.26283,0,0,1
1,1,2,1,,1,-0.4251099,1,0,1
1,1,2,1,,1,0.7722543,0,0,1
1,1,2,2,1,1,3.664924,0,0,1
2,3,2,1,2,3,-4.061539,0,2,1
2,1,2,1,2,1,3.921597,1,2,1
2,1,2,1,1,1,2.096299,0,0,1
2,3,2,1,2,1,-3.232617,1,0,0
1,1,2,2,1,1,2.798522,0,0,1
1,3,2,0,1,1,-1.899223,0,2,0
2,2,2,2,1,1,0.2553673,0,2,0
2,2,2,1,4,1,-2.195554,0,2,0
1,1,2,1,1,1,2.676163,0,0,1
1,1,2,1,1,1,-0.2887969,0,0,1
1,1,2,1,1,1,4.993698,0,2,1
2,2,2,1,2,2,-2.983425,0,0,1
2,1,2,1,1,1,2.256138,0,0,1
2,1,2,1,1,1,2.9194,0,2,1
2,2,2,1,,2,-5.262821,1,0,1
1,1,2,1,1,2,-3.168907,0,2,0
1,1,2,0,,1,-0.702632,1,0,1
1,1,2,2,2,1,5.285475,1,0,1
1,1,2,2,1,1,-2.112197,0,2,1
1,1,2,2,1,1,3.941512,0,0,1
2,1,2,1,2,1,1.788522,0,0,1
1,2,2,2,4,1,-3.327535,1,2,0
1,2,2,2,1,1,-1.202125,0,2,0
1,5,2,0,4,3,-8.606684,1,0,0
2,1,2,1,2,3,-1.069839,1,0,0
1,1,2,1,2,3,-2.070226,1,0,0
1,1,2,1,2,1,1.408739,0,0,1
1,1,2,1,2,1,1.909126,1,0,1
1,2,2,1,,1,-1.823033,1,0,0
2,2,2,2,2,1,0.7769341,0,2,0
2,1,2,2,1,1,4.976165,0,2,1
1,2,2,1,1,1,-1.245921,0,0,0
1,1,2,0,2,1,2.635306,1,0,1
2,1,2,1,1,1,0.4933306,0,0,1
1,1,2,1,1,1,1.469151,0,2,1
2,3,2,1,3,1,-1.098358,1,0,0
1,1,2,0,,1,0.3245816,1,0,1
1,1,2,2,1,1,3.056431,0,0,1
2,1,2,1,1,1,0.4035671,0,0,1
1,2,2,2,,1,-1.872259,0,0,0
2,2,2,2,1,1,2.059851,0,0,0
1,2,2,1,1,2,-3.995065,0,2,1
1,2,2,2,1,1,-1.164969,0,0,0
1,1,2,0,2,1,4.651785,0,0,1
2,1,2,1,2,1,2.694527,0,0,1
1,1,2,2,1,1,4.805607,0,0,1
2,1,2,2,1,1,3.000784,0,0,1
1,1,2,0,1,1,2.079624,0,0,1
1,1,2,0,1,1,3.714511,1,0,1
2,1,2,1,1,1,-0.772233,0,0,1
2,3,2,1,2,3,-7.263067,0,2,1
2,1,2,0,2,1,0.94977,0,0,1
1,1,2,2,1,1,3.127946,0,0,1
2,1,2,2,2,1,2.666419,1,0,1
1,1,2,1,1,1,-0.2268279,0,2,1
1,1,2,2,1,1,4.329149,0,2,1
2,1,2,2,1,1,3.939106,0,0,1
1,3,2,1,4,2,-3.759015,1,0,0
1,1,2,0,2,1,2.739195,1,0,1
2,1,2,1,1,1,5.573493,0,0,1
1,1,2,1,1,1,1.086678,0,0,1
1,1,2,1,1,1,0.2876058,0,0,1
1,1,2,0,2,1,2.966739,0,0,1
2,1,2,1,1,1,-0.2947433,0,0,1
2,2,2,2,1,1,-2.65807,0,2,0
2,2,2,1,1,1,1.280104,0,2,0
2,1,2,1,1,1,4.790212,0,0,1
1,3,2,0,1,1,-0.1459451,0,2,0
2,1,2,1,2,1,1.818396,0,0,1
1,1,2,0,2,1,1.480035,1,0,1
2,1,2,2,1,1,2.026445,0,2,1
2,2,2,2,,1,-0.523041,0,0,0
2,2,2,0,,1,-2.191061,1,0,0
2,1,2,1,2,1,3.092145,0,2,1
2,2,2,1,2,2,-2.149872,0,2,1
1,1,2,0,1,1,1.638473,0,0,1
1,3,2,1,2,1,-0.405683,0,2,0
1,1,2,1,1,1,1.849973,0,0,1
2,1,2,2,1,1,0.336761,0,2,1
1,1,2,2,1,1,1.756095,0,2,1
2,2,2,1,2,1,-2.65379,0,0,0
1,1,2,2,1,1,2.725029,1,0,1
2,3,2,1,1,1,-1.079734,0,2,0
1,1,2,1,2,1,-0.0863745,1,0,1
1,1,2,1,,1,2.127418,1,0,1
1,1,2,0,2,1,3.105909,1,0,1
2,1,2,2,1,1,-0.3035661,0,0,1
1,2,2,0,2,2,-2.490345,0,2,1
1,1,2,1,1,1,2.26876,1,0,1
1,1,2,2,4,1,1.400997,0,0,1
1,1,2,2,1,1,2.929664,0,2,1
1,1,2,1,2,1,0.7190909,1,0,1
2,5,2,1,3,1,-2.119752,0,2,0
1,1,2,0,,2,-3.015546,1,2,0
1,3,2,2,4,3,-4.638604,0,2,1
1,2,2,2,4,1,0.534821,0,2,0
1,3,2,2,1,1,-0.2753689,0,0,0
2,2,2,2,2,1,0.7125196,0,0,0
1,5,2,1,4,1,-4.1465,0,0,0
1,3,2,2,2,2,-5.65213,0,2,0
1,2,2,0,,1,1.0436,0,0,0
2,1,2,1,2,1,0.5297687,1,0,1
2,2,2,1,1,2,-4.395237,0,2,1
1,1,2,1,1,1,2.242911,0,0,1
1,2,2,2,1,1,-1.096882,0,0,0
1,1,2,1,3,1,2.960951,0,2,1
2,2,2,1,1,1,3.16491,0,2,0
1,1,2,1,1,1,-0.119929,0,0,1
2,1,2,1,1,1,-0.1395898,0,0,1
1,1,2,0,1,1,0.1197259,0,0,1
1,1,2,1,,1,3.133175,0,0,1
1,1,2,0,1,1,4.575305,0,0,1
1,3,2,2,1,2,-6.01321,0,2,0
1,1,2,1,,1,0.8907657,0,0,1
2,1,2,1,1,1,3.754079,0,0,1
1,2,2,0,1,1,-2.916898,0,2,0
1,2,2,1,2,1,-1.447177,0,2,0
2,2,2,1,1,2,-2.682346,0,0,1
2,2,2,2,1,1,-2.395292,0,0,0
2,1,2,1,1,1,-0.3238885,0,0,1
2,1,2,2,1,1,3.622506,0,0,1
1,3,2,1,,1,-4.047656,0,0,0
2,1,2,0,,1,-1.015762,1,0,1
1,2,2,2,2,1,-0.2709917,1,0,0
2,1,2,2,2,1,2.78096,0,0,1
1,1,2,2,1,1,3.71462,0,0,1
2,1,2,2,1,1,1.273172,0,2,1
1,3,2,2,,3,-7.386389,1,2,1
2,1,2,1,1,1,4.047427,0,0,1
2,1,2,1,1,1,4.596299,0,0,1
2,1,2,1,1,1,1.938142,0,0,1
1,2,2,2,1,1,1.349106,0,2,0
1,2,2,1,1,1,0.2451839,0,2,0
1,1,2,2,1,1,3.538328,0,0,1
2,2,2,2,1,1,-1.83973,0,0,0
1,1,2,2,1,1,1.665157,0,0,1
2,1,2,2,1,1,4.990653,0,0,1
2,2,2,1,2,1,-3.072476,0,2,0
2,1,2,1,1,1,2.62444,1,2,1
1,1,2,1,1,1,4.712749,0,0,1
1,1,2,1,1,1,3.4432,0,0,1
2,1,2,1,1,2,-1.67947,0,0,0
2,1,2,1,2,1,3.585036,0,0,1
1,2,2,0,2,2,-1.769428,0,2,1
1,3,2,0,,2,-4.578552,1,2,0
1,3,2,1,2,1,-2.67129,0,0,0
2,1,2,2,,2,-1.839044,1,0,0
2,1,2,1,1,1,2.20541,0,0,1
1,1,2,2,4,1,2.915815,1,0,1
2,2,2,1,1,1,-0.2030816,0,0,0
1,2,2,1,1,2,-1.815249,0,2,1
2,2,2,2,2,2,-2.171176,0,2,1
1,3,2,1,4,2,-6.618805,1,0,0
2,1,2,1,1,1,3.811738,0,0,1
1,1,2,1,2,1,3.067568,0,0,1
2,1,2,1,1,1,1.029638,0,0,1
2,3,2,1,3,1,-2.780669,0,0,0
2,1,2,1,1,1,3.763406,0,0,1
1,1,2,0,,1,1.717966,1,0,1
2,1,2,1,2,1,1.161567,1,0,1
2,2,2,1,2,1,-3.190741,0,0,0
2,1,2,1,2,1,2.865913,1,0,1
1,1,2,1,,1,1.969872,0,0,1
1,1,2,0,2,1,2.178586,1,0,1
1,1,2,2,1,1,-0.024416,0,0,1
1,2,2,0,4,1,0.5324945,0,2,0
1,2,2,2,4,3,-5.211241,0,2,0
1,3,2,2,,1,-2.966388,1,0,0
2,2,2,2,1,1,0.8330488,0,0,0
1,1,2,0,1,1,3.493981,0,0,1
2,1,2,1,1,1,2.006525,0,0,1
1,2,2,2,2,2,-4.145631,0,2,1
1,1,2,1,1,2,-1.081215,0,2,0
2,2,2,2,1,2,-3.224399,0,2,1
1,3,2,1,4,3,-6.35561,0,2,1
1,1,2,1,4,1,1.458753,1,0,1
2,1,2,2,1,1,-0.8065689,0,0,1
1,1,2,1,1,1,2.793921,0,0,1
1,1,2,0,1,1,2.84594,0,2,1
1,1,2,2,2,1,0.0150931,1,0,1
1,3,2,2,3,3,-6.606296,1,0,1
2,1,2,1,1,1,4.113476,0,0,1
1,1,2,2,1,1,1.455152,0,0,1
2,1,2,2,1,1,4.151397,0,0,1
1,2,2,2,1,1,-1.211487,0,0,0
1,1,2,2,,1,3.701057,0,0,1
1,1,2,1,1,1,1.176211,0,0,1
1,2,2,1,4,2,-2.19885,0,2,1
1,1,2,1,1,1,0.8282384,0,0,1
1,1,2,1,1,1,2.293921,0,0,1
1,1,2,2,1,1,1.09406,0,2,1
2,2,2,0,1,1,-1.218032,0,2,0
1,2,2,2,2,1,-3.224295,0,2,0
2,1,2,2,1,1,-0.5604787,0,0,1
2,2,2,1,1,3,-5.479745,0,2,0
1,1,2,2,,2,-0.0846312,0,0,0
1,3,2,2,1,1,1.243428,0,0,0
1,1,2,1,1,1,2.011011,0,2,1
2,1,2,1,2,1,0.8936501,0,0,1
2,1,2,1,1,1,-0.6061304,0,2,1
2,1,2,1,1,1,1.287606,0,0,1
2,1,2,1,2,1,4.44435,1,0,1
1,1,2,1,1,1,1.958144,0,0,1
2,1,2,2,1,1,3.788753,0,0,1
1,2,2,2,2,1,-4.98548,0,0,0
1,1,2,0,,1,4.789805,0,0,1
2,1,2,2,1,1,2.655555,0,0,1
1,2,2,0,,1,0.5398865,0,0,0
1,1,2,2,1,1,-0.3911247,0,0,1
1,1,2,1,1,1,4.372246,0,2,1
1,1,2,2,,1,0.3692422,0,0,1
2,1,2,1,1,2,-4.251854,0,2,0
1,1,2,2,2,1,2.970552,0,0,1
2,2,2,2,1,1,0.2541132,0,2,0
1,1,2,1,1,1,2.302993,0,2,1
1,1,2,2,2,1,1.98679,0,2,1
1,1,2,1,2,1,2.711776,0,0,1
1,2,2,2,1,2,0.6661782,0,2,1
2,5,2,1,4,3,-10.46124,1,0,0
2,2,2,1,1,1,-0.670585,0,0,0
2,3,2,0,,5,-9.31572,1,0,0
1,1,2,1,1,1,0.3787551,0,0,1
2,1,2,1,1,1,-0.195554,0,2,1
1,1,2,1,1,1,1.465908,0,0,1
2,1,2,1,,1,3.912982,0,0,1
1,1,2,1,1,1,2.137556,0,0,1
2,3,2,1,1,1,-2.610182,0,2,0
1,2,2,1,1,2,-1.775521,0,2,1
1,2,2,2,2,1,0.9150574,0,2,0
1,1,2,2,2,1,4.96616,0,0,1
1,3,2,2,1,1,-3.1219,0,2,0
2,1,2,2,2,1,1.76349,0,2,1
1,1,2,0,1,1,0.6729097,0,2,1
1,2,2,2,2,1,-0.9349077,1,0,0
2,2,2,2,1,1,-0.9938345,0,2,0
1,1,2,1,1,1,5.318252,0,0,1
1,3,2,2,1,1,-1.579734,0,2,0
1,1,2,2,2,1,1.77177,1,0,1
1,2,2,1,2,1,3.111246,1,2,0
1,2,2,1,4,1,0.4009014,0,0,0
1,2,2,0,2,1,-0.6354866,0,2,0
2,2,2,1,2,1,-0.6545887,0,0,0
1,2,2,1,1,1,-1.756281,0,0,0
2,1,2,2,1,1,4.245627,0,0,1
2,1,2,1,1,1,-3.703824,0,0,1
1,2,2,2,3,1,-1.325688,1,0,0
2,2,2,1,2,1,0.0408559,0,0,0
1,1,2,1,,1,2.093572,0,0,1
1,2,2,0,2,2,-3.663239,1,2,1
1,1,2,1,,1,2.981807,0,0,1
2,1,2,1,2,2,-3.856367,0,2,0
1,1,2,0,2,1,3.945393,1,0,1
1,2,2,2,1,1,-0.5768332,0,0,0
1,2,2,2,1,1,1.284821,0,2,0
2,2,2,1,1,1,-2.352491,0,2,0
2,2,2,2,1,1,-1.636811,0,0,0
1,3,2,1,2,1,-2.538987,0,0,0
1,1,2,2,1,1,3.310131,0,0,1
1,1,2,0,2,1,6.650385,0,1,1
2,1,2,1,2,2,-2.432596,1,0,0
1,3,2,2,3,1,-2.400436,0,0,0
2,3,2,1,2,1,-2.60421,1,0,0
2,1,2,0,1,1,1.193178,0,2,1
2,3,2,0,1,2,-5.136682,0,2,0
1,2,2,1,1,1,1.757878,0,0,0
2,1,2,2,2,1,2.493332,1,0,1
1,1,2,2,1,1,2.201109,0,0,1
1,1,2,2,1,1,-0.6274276,0,2,1
2,1,2,1,1,1,0.534266,0,0,1
2,1,2,1,1,1,-0.2396441,0,2,1
1,1,2,0,,1,-0.775948,0,0,1
1,2,2,1,1,1,-1.694185,0,0,0
1,1,2,1,2,1,1.399847,0,0,1
2,1,2,1,1,1,4.608875,0,0,1
1,3,2,1,1,1,-2.038054,0,0,0
1,2,2,2,1,2,-1.8374,0,2,1
1,2,2,1,2,2,-2.628205,1,2,1
1,2,2,1,4,2,-1.769428,0,2,1
1,1,2,0,1,1,2.671658,0,0,1
1,1,2,2,2,1,1.887302,0,0,1
1,2,2,2,1,1,-0.8252943,0,2,0
1,1,2,1,2,1,-2.195546,0,0,1
2,1,2,1,2,1,1.827124,1,0,1
1,3,2,2,1,1,-1.949187,0,2,0
2,2,2,1,1,1,-2.512452,0,0,0
1,1,2,0,2,1,-0.8790476,0,2,1
1,1,2,2,2,1,-0.3651571,0,2,1
1,1,2,0,,1,-0.3722591,0,0,1
1,1,2,1,1,1,3.592145,0,2,1
2,2,2,1,1,1,-2.369996,0,0,0
1,2,2,2,1,1,-0.2771196,0,0,0
1,2,2,1,,1,2.219736,0,2,0
2,1,2,1,1,1,2.883563,0,0,1
1,1,2,2,2,1,3.753275,0,0,1
1,2,2,1,1,1,-1.860182,0,2,0
1,1,2,2,2,1,-0.9033015,0,2,1
1,1,2,0,1,1,2.252233,0,1,1
1,2,2,1,1,1,2.604821,0,0,0
2,3,2,1,2,3,-6.359967,0,2,1
2,1,2,1,1,2,-3.200181,0,2,0
2,1,2,1,1,1,1.019458,0,2,1
2,1,2,0,1,1,3.76022,0,0,1
1,2,2,1,1,1,0.6209524,0,2,0
2,2,2,1,1,1,0.9667182,0,0,0
1,1,2,1,1,1,2.319324,0,0,1
1,1,2,1,1,1,-0.3637009,0,0,1
1,1,2,1,,1,0.2973697,0,0,1
2,1,2,1,1,1,0.4876747,0,2,1
1,2,2,2,1,2,-2.425552,0,2,1
1,2,2,2,1,1,-3.199547,0,0,0
2,2,2,1,3,1,0.0525751,0,0,0
2,2,2,1,1,1,0.0420409,0,0,0
2,2,2,2,2,1,2.084186,0,2,0
1,2,2,0,1,1,-0.4619231,0,0,0
2,1,2,2,1,1,2.982781,0,0,1
1,1,2,1,,1,3.533034,0,2,1
2,1,2,1,1,1,0.2168961,0,0,1
1,1,2,0,2,1,0.7246424,1,0,1
1,1,2,1,2,1,2.319012,1,0,1
1,1,2,1,2,1,0.804446,0,2,1
1,1,2,1,2,1,2.377687,1,0,1
1,3,2,1,,2,-4.1557,1,2,0
1,2,2,1,1,1,-2.300721,0,0,0
1,2,2,2,1,1,-3.4157,0,2,0
2,3,2,1,1,2,-6.447233,0,2,0
1,2,2,2,1,1,-2.878848,0,0,0
1,1,2,1,,1,2.39077,0,0,1
1,3,2,1,2,3,-6.407855,0,2,1
2,3,2,2,2,1,-2.228655,1,0,0
1,1,2,0,1,2,1.951247,0,2,0
2,2,2,1,2,1,0.653805,0,2,0
2,1,2,1,,1,6.099473,0,0,1
1,3,2,2,3,1,-1.600433,0,0,0
1,2,2,2,2,1,-1.26141,0,0,0
1,1,2,2,1,1,0.3330243,0,0,1
1,1,2,1,1,1,-0.0562323,0,0,1
1,1,2,2,2,1,0.2986588,1,0,1
2,3,2,2,1,2,-5.245957,0,0,0
2,1,2,1,1,1,1.494952,0,0,1
1,1,2,1,2,1,4.384531,0,2,1
2,2,2,1,1,5,-4.431938,0,2,0
1,5,2,0,4,3,-8.533261,1,0,0
1,2,2,2,1,2,-5.589888,0,0,1
2,1,2,1,1,1,5.251274,0,0,1
2,1,2,1,1,1,1.123688,0,0,1
1,2,2,1,4,1,-1.24706,0,2,0
1,1,2,1,2,1,2.783094,0,0,1
1,3,2,2,1,2,-4.948276,0,0,0
2,1,2,1,2,1,4.304786,1,2,1
2,1,2,1,2,1,2.28019,0,0,1
2,1,2,1,,1,4.868866,0,0,1
1,1,2,1,2,1,1.416384,1,0,1
1,1,2,1,3,1,-1.078369,0,0,1
1,1,2,1,1,1,-0.7790337,0,0,1
1,3,2,2,2,2,-5.222177,1,0,0
2,1,2,1,1,1,3.916934,0,0,1
1,1,2,1,2,1,1.262477,1,0,1
1,1,2,2,1,1,1.544872,0,0,1
1,1,2,1,1,1,2.470552,0,0,1
2,1,2,2,1,1,0.4373789,0,0,1
1,1,2,2,2,1,4.042037,0,2,1
2,1,2,0,4,1,3.972046,1,0,1
1,1,2,0,1,1,2.289805,0,0,1
2,2,2,2,4,1,-2.51719,1,0,0
2,2,2,1,,1,-3.125617,1,0,0
2,2,2,1,4,2,-3.60613,1,2,1
2,1,2,2,3,1,5.696831,1,0,1
1,1,2,1,2,1,0.6300082,0,2,1
2,1,2,2,1,1,-0.7234819,0,0,1
1,1,2,1,2,1,2.913489,1,0,1
1,1,2,2,2,1,2.15732,0,0,1
2,2,2,1,1,1,1.85904,0,0,0
2,2,2,2,1,1,-1.788342,0,0,0
1,1,2,1,2,1,5.468315,0,2,1
1,1,2,2,1,1,3.742283,0,0,1
1,2,2,1,2,1,-1.156021,0,0,0
1,2,2,1,1,1,-2.180305,0,0,0
1,2,2,1,1,1,-1.600433,0,0,0
1,1,2,1,1,1,1.712843,0,0,1
1,1,2,2,1,1,2.409191,0,0,1
2,1,2,1,1,1,4.057842,0,0,1
1,1,2,0,2,1,0.6743588,1,0,1
1,1,2,1,1,1,3.787593,0,0,1
2,1,2,1,1,1,0.90888,0,0,1
1,1,2,1,1,1,3.84193,0,2,1
1,1,2,2,1,1,3.81708,0,0,1
1,2,2,1,2,3,-3.411907,0,2,0
2,2,2,0,,2,-2.392421,1,0,1
1,2,2,1,2,1,-2.825343,1,0,0
1,1,2,2,1,1,1.047655,0,2,1
1,1,2,1,2,1,-1.654239,1,2,1
1,1,2,1,2,1,4.064622,0,0,1
1,1,2,1,1,1,2.942536,0,0,1
1,2,2,1,2,2,-4.163035,0,0,1
2,2,2,1,2,2,-4.637424,0,2,1
1,1,2,1,2,1,3.665029,0,0,1
2,1,2,1,2,1,4.502812,1,2,1
1,2,2,2,3,1,-0.1335266,0,0,0
2,1,2,1,1,1,0.4664466,0,0,1
1,2,2,2,1,1,-2.061539,0,2,0
2,1,2,2,1,1,3.875562,0,0,1
1,1,2,1,,1,0.9667182,0,0,1
1,2,2,2,1,1,0.5202546,0,2,0
1,1,2,1,1,2,-1.89394,0,2,0
1,1,2,1,1,1,3.626719,0,0,1
1,1,2,2,1,1,3.773574,1,0,1
2,2,2,1,1,1,-0.8699956,0,0,0
2,1,2,1,1,1,-0.9892139,0,0,1
2,2,2,1,4,1,0.5043654,0,0,0
2,1,2,1,2,1,2.281377,0,2,1
2,2,2,2,1,1,-1.326755,0,0,0
1,2,2,1,1,1,-0.957273,0,0,0
1,1,2,0,1,1,0.0042186,0,0,1
1,2,2,2,1,1,-0.1487899,0,2,0
2,2,2,2,1,2,-3.582302,0,0,1
1,1,2,2,1,1,1.763116,0,2,1
1,1,2,1,3,1,4.341483,1,0,1
2,2,2,1,4,1,-2.981256,0,0,0
1,1,2,1,1,1,3.035132,0,0,1
2,5,2,1,4,1,-3.174949,0,0,0
2,1,2,1,3,1,2.149,1,0,1
2,2,2,1,2,1,-2.474737,1,2,0
2,1,2,2,2,1,2.48052,1,0,1
1,2,2,1,4,1,0.3119152,1,0,0
1,3,2,2,3,1,-1.365923,0,0,0
1,1,2,1,2,1,6.369905,1,0,1
1,1,2,1,1,1,3.368326,0,0,1
1,2,2,0,2,2,-2.396064,0,2,1
1,1,2,1,2,1,3.037892,0,0,1
1,1,2,1,2,1,-0.0584884,0,0,1
2,2,2,0,,2,-4.60615,0,2,1
1,1,2,0,4,1,4.383765,1,0,1
2,1,2,1,,1,3.5489,0,0,1
2,2,2,1,1,1,-0.8767588,0,0,0
1,2,2,2,4,1,-0.1004515,0,2,0
1,1,2,1,1,1,5.907516,0,0,1
2,2,2,1,1,1,-3.321151,0,0,0
1,2,2,2,1,1,-1.390342,0,2,0
1,1,2,0,1,1,7.17377,1,0,1
2,2,2,2,4,1,-1.090576,0,2,0
2,1,2,0,1,1,2.204228,0,0,1
1,1,2,2,2,1,-2.814416,1,0,1
1,2,2,1,2,1,-1.398557,1,0,0
1,1,2,2,1,1,2.422298,0,0,1
2,3,2,1,,3,-7.371447,1,2,1
1,1,2,0,2,2,-4.312305,1,0,0
2,1,2,2,2,2,-1.710675,0,2,0
1,1,2,2,2,1,1.609619,1,0,1
1,1,2,2,2,1,2.621581,1,0,1
1,2,2,2,1,1,-1.732157,0,0,0
2,2,2,1,2,1,0.4056764,0,2,0
2,1,2,2,2,1,4.307633,0,0,1
